name,stars,bath_number,bed_number,rooms_number,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,latitude,longitude
Rental unit in Barcelona,4.25,1 shared bath,1 bed,2 bedrooms,15738246,G. Carolina,Sant Martí,la Verneda i la Pau,Private room,80.0,1,4,2022-09-02,0.05,3,363,0,Exempt,41.423,2.2034
Rental unit in Barcelona,4.93,1 shared bath,1 bed,1 bedroom,132158719,Javier,Sants-Montjuïc,Sants,Private room,,2,14,2018-10-25,0.18,1,0,0,Exempt,41.3736,2.1361
Rental unit in barcelona,4.35,2 baths,5 beds,3 bedrooms,29157943,Giulio,Sants-Montjuïc,Sants,Entire home/apt,100.0,1,154,2023-11-26,1.96,2,350,19,HUTB-008022,41.3759,2.1318
Rental unit in Barcelona,5.0,1 shared bath,2 beds,2 bedrooms,126887819,Alicia,Sant Martí,el Besòs i el Maresme,Private room,,1,12,2017-12-31,0.15,2,0,0,,41.4113,2.2138
Rental unit in Barcelona,,,1 bed,1 bedroom,45120858,Alexei,Nou Barris,Verdun,Private room,,3,0,,,2,0,0,,41.4423,2.1742
Chalet in Barcelona,,,2 beds,2 bedrooms,25388015,Aleix,Eixample,l'Antiga Esquerra de l'Eixample,Private room,,3,1,2017-08-09,0.01,1,0,0,,41.3904,2.1458
Rental unit in Barcelona,,,1 bed,1 bedroom,45120858,Alexei,Nou Barris,Verdun,Private room,,3,0,,,2,0,0,,41.4426,2.1729
Rental unit in Barcelona,,,1 bed,1 bedroom,22685376,Robin,Eixample,la Sagrada Família,Private room,,10,2,2017-07-31,0.03,1,0,0,,41.4102,2.174
Rental unit in Barcelona,4.64,1 bath,4 beds,2 bedrooms,130878430,Apartments Freser 78,Sant Martí,el Camp de l'Arpa del Clot,Entire home/apt,116.0,28,42,2023-11-01,0.53,10,77,8,HUTB-008030,41.4118,2.1805
Rental unit in Barcelona,4.94,1 private bath,2 beds,1 bedroom,132312423,Carina,Horta-Guinardó,el Guinardó,Private room,65.0,32,177,2023-09-01,2.24,1,179,5,Exempt,41.418,2.1718
Rental unit in Barcelona,4.44,2 baths,6 beds,3 bedrooms,31325463,Mic,Sants-Montjuïc,el Poble Sec,Entire home/apt,99.0,1,173,2023-11-24,2.18,3,0,49,HUTB-009304,41.374,2.176
Rental unit in Barcelona,,,1 bed,1 bedroom,134142206,Aida,Sants-Montjuïc,el Poble Sec,Private room,,3,1,2017-06-23,0.01,1,0,0,,41.3747,2.1658
Rental unit in Barcelona,4.61,1 bath,4 beds,2 bedrooms,129000409,Olala Homes,Les Corts,les Corts,Entire home/apt,118.0,1,112,2023-07-16,1.41,29,337,14,HUTB-012438,41.3851,2.1357
Rental unit in Barcelona,5.0,1 shared bath,1 bed,1 bedroom,62453234,Martina,Gràcia,la Vila de Gràcia,Private room,,2,4,2018-08-06,0.05,2,0,0,,41.4026,2.1626
Rental unit in Barcelona,4.91,2 shared baths,1 bed,1 bedroom,1704649,Marc,Eixample,la Dreta de l'Eixample,Private room,,4,11,2019-09-06,0.14,2,0,0,,41.3929,2.1736
Rental unit in Barcelona,5.0,1 shared bath,1 bed,2 bedrooms,124450485,Andrea,Gràcia,la Vila de Gràcia,Private room,,15,4,2018-02-19,0.05,1,0,0,,41.3998,2.1529
Serviced apartment in Barcelona,4.92,1 bath,1 bed,1 bedroom,132596381,Minerva,Gràcia,la Vila de Gràcia,Entire home/apt,295.0,2,13,2023-09-25,0.17,3,277,1,HUTB-010186,41.3959,2.1559
Rental unit in Barcelona,,,1 bed,1 bedroom,66299543,Elena,Sant Martí,el Besòs i el Maresme,Private room,,1,1,2017-06-18,0.01,1,0,0,,41.4168,2.2172
Rental unit in Barcelona,4.40,1.5 baths,3 beds,2 bedrooms,86551441,Maria Soledad,Sants-Montjuïc,el Poble Sec,Entire home/apt,104.0,3,30,2023-08-27,0.38,26,115,5,HUTB-008592,41.3745,2.1633
Rental unit in Barcelona,4.95,2 baths,7 beds,4 bedrooms,134265729,Antoni,Eixample,la Dreta de l'Eixample,Entire home/apt,280.0,3,200,2023-11-19,2.62,2,188,50,HUTB-001167,41.3942,2.1739
Rental unit in Barcelona,,,1 bed,1 bedroom,74967668,Sofiane,Sant Martí,la Verneda i la Pau,Private room,,1,0,,,1,0,0,,41.4211,2.2016
Serviced apartment in Barcelona,4.90,3 baths,6 beds,4 bedrooms,132596381,Minerva,Gràcia,la Vila de Gràcia,Entire home/apt,382.0,1,457,2023-12-11,5.82,3,305,151,HUTB-010182,41.3959,2.1559
Rental unit in Barcelona,5.0,1 shared bath,1 bed,2 bedrooms,130295656,Katy,Sant Martí,Sant Martí de Provençals,Private room,,2,6,2018-06-04,0.08,1,0,0,,41.4159,2.1951
Rental unit in Barcelona,4.63,1 bath,4 beds,2 bedrooms,130878430,Apartments Freser 78,Sant Martí,el Camp de l'Arpa del Clot,Entire home/apt,103.0,28,43,2023-10-07,0.54,10,76,7,HUTB-000252,41.4118,2.1805
Rental unit in Barcelona,4.59,1 shared bath,1 bed,1 bedroom,2585816,Oscar,Eixample,Sant Antoni,Private room,350.0,300,143,2020-03-15,1.82,2,90,0,,41.3784,2.1585
Rental unit in Barcelona,5.0,1 shared bath,1 bed,1 bedroom,41881731,Francesca,Eixample,la Nova Esquerra de l'Eixample,Private room,,1,5,2019-01-01,0.08,1,0,0,,41.3869,2.1464
Rental unit in Barcelona,,,1 bed,1 bedroom,41878823,Maria,Sants-Montjuïc,Sants,Private room,187.0,15,1,2017-07-22,0.01,2,89,0,,41.3734,2.1339
Rental unit in Barcelona,4.67,1 bath,2 beds,1 bedroom,10273030,Rosa,Eixample,la Nova Esquerra de l'Eixample,Entire home/apt,45.0,32,3,2023-06-19,0.05,1,273,2,,41.3833,2.1481
Rental unit in Barcelona,,,1 bed,1 bedroom,38319904,Tilo,Gràcia,la Salut,Private room,,4,0,,,1,0,0,,41.4089,2.1503
Serviced apartment in Barcelona,4.0,3 shared baths,2 beds,1 bedroom,134881865,Mestral,Eixample,el Fort Pienc,Private room,,2,3,2018-06-17,0.04,12,0,0,,41.3974,2.1783
Rental unit in L'Hospitalet de Llobregat,,,1 bed,1 bedroom,18219353,Javier,Les Corts,la Maternitat i Sant Ramon,Private room,35.0,2,2,2023-10-01,0.74,3,62,2,,41.3764,2.1173
Rental unit in Barcelona,4.57,1 shared bath,2 beds,1 bedroom,118357928,Luca,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Private room,43.0,31,7,2018-06-10,0.09,1,0,0,,41.4024,2.2124
Rental unit in Barcelona,4.62,1 bath,4 beds,4 bedrooms,299462,Stay U-Nique,Eixample,la Sagrada Família,Entire home/apt,98.0,3,166,2023-11-30,2.12,141,330,43,HUTB-006851,41.4056,2.175
Rental unit in Barcelona,,,2 beds,2 bedrooms,134642296,Meritxell,Horta-Guinardó,el Baix Guinardó,Private room,,1,0,,,1,0,0,,41.4107,2.1726
Rental unit in Barcelona,4.43,1 private bath,1 bed,1 bedroom,44657811,Luis,Eixample,l'Antiga Esquerra de l'Eixample,Private room,,1,7,2018-08-27,0.11,1,0,0,,41.3867,2.1597
Rental unit in Barcelona,4.14,1 shared bath,1 bed,1 bedroom,31150204,Pablo,Horta-Guinardó,la Font d'en Fargues,Private room,200.0,32,7,2017-08-29,0.09,2,0,0,,41.4267,2.1698
Serviced apartment in Barcelona,4.0,3 shared baths,2 beds,2 bedrooms,134881865,Mestral,Eixample,el Fort Pienc,Private room,,3,4,2017-08-18,0.05,12,0,0,,41.3974,2.1783
Rental unit in Barcelona,,,1 bed,1 bedroom,136609090,Linda,Sant Martí,Sant Martí de Provençals,Private room,,5,0,,,1,0,0,,41.4151,2.1947
Rental unit in Barcelona,4.29,2 shared baths,1 bed,1 bedroom,136775935,Fanny,Sants-Montjuïc,la Bordeta,Private room,,2,7,2017-08-31,0.09,1,0,0,,41.3727,2.1409
Rental unit in Barcelona,4.82,1 shared bath,1 bed,1 bedroom,1501669,Martin,Eixample,l'Antiga Esquerra de l'Eixample,Private room,30.0,32,205,2023-12-09,2.62,2,365,2,Exempt,41.3876,2.1589
Rental unit in Barcelona,4.80,1 shared bath,1 bed,1 bedroom,10944377,Andrea,Sants-Montjuïc,el Poble Sec,Private room,,3,5,2017-08-24,0.06,1,0,0,,41.3737,2.1657
Serviced apartment in Barcelona,,,2 beds,1 bedroom,134881865,Mestral,Eixample,el Fort Pienc,Private room,,5,2,2017-08-12,0.03,12,0,0,,41.3974,2.1783
Rental unit in Barcelona,4.74,1 bath,4 beds,4 bedrooms,299462,Stay U-Nique,Eixample,la Sagrada Família,Entire home/apt,98.0,3,218,2023-12-11,2.82,141,0,49,HUTB-007516,41.4075,2.1733
Serviced apartment in Barcelona,,,1 bed,1 bedroom,134881865,Mestral,Eixample,el Fort Pienc,Private room,,5,1,2017-08-10,0.01,12,0,0,,41.3974,2.1783
Rental unit in Barcelona,4.76,1 bath,3 beds,3 bedrooms,299462,Stay U-Nique,Eixample,la Sagrada Família,Entire home/apt,101.0,3,210,2023-11-28,2.68,141,328,41,HUTB-005950,41.4075,2.1752
Rental unit in Barcelona,4.65,1 bath,4 beds,4 bedrooms,299462,Stay U-Nique,Eixample,la Sagrada Família,Entire home/apt,99.0,3,236,2023-12-05,3.04,141,332,45,HUTB-005171,41.406,2.1708
Guest suite in Barcelona,,,1 bed,2 bedrooms,26268614,Ricardo,Eixample,la Nova Esquerra de l'Eixample,Private room,,2,0,,,2,0,0,,41.3799,2.1519
Condo in Barcelona,4.90,2 baths,4 beds,3 bedrooms,99346094,Marta,Sant Andreu,Navas,Entire home/apt,176.0,4,150,2023-10-25,1.99,1,260,31,HUTB-012439,41.4188,2.1857
Rental unit in Barcelona,,,1 bed,1 bedroom,131333020,Jose Antonio,Sant Martí,el Poblenou,Private room,,4,0,,,1,0,0,,41.4021,2.2071
Rental unit in Barcelona,4.89,1 bath,4 beds,3 bedrooms,133893358,Jordi,Eixample,Sant Antoni,Entire home/apt,83.0,7,255,2023-12-07,3.23,4,226,37,HUTB-004284,41.3791,2.155
Place to stay in Barcelona,4.86,1 bath,1 bed,1 bedroom,8379752,Daria,Ciutat Vella,la Barceloneta,Entire home/apt,55.0,32,7,2023-11-15,0.09,1,149,5,,41.3802,2.19
Rental unit in Barcelona,,,1 bed,1 bedroom,62453234,Martina,Gràcia,la Vila de Gràcia,Private room,,2,1,2017-08-26,0.01,2,0,0,,41.4011,2.1628
Rental unit in Barcelona,4.88,1.5 baths,3 beds,2 bedrooms,133893358,Jordi,Eixample,Sant Antoni,Entire home/apt,60.0,7,252,2023-12-03,3.2,4,0,46,HUTB-005336,41.3791,2.155
Rental unit in Barcelona,,,1 bed,1 bedroom,135227949,Josefina,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,,10,1,2017-09-30,0.01,1,0,0,,41.3861,2.154
Rental unit in Barcelona,,,1 bed,2 bedrooms,86640357,Elica,Sant Martí,Provençals del Poblenou,Private room,,4,1,2017-07-07,0.01,1,0,0,,41.413,2.201
Rental unit in Barcelona,4.50,2 baths,7 beds,4 bedrooms,20790978,Apartaments Turistics Barcelona S.L,Eixample,el Fort Pienc,Entire home/apt,424.0,3,62,2023-11-06,0.8,19,166,30,HUTB-007785,41.4022,2.1822
Rental unit in Barcelona,,,2 beds,2 bedrooms,137054002,Andreu,Eixample,l'Antiga Esquerra de l'Eixample,Private room,,1,1,2017-07-21,0.01,1,0,0,,41.3856,2.1584
Rental unit in Barcelona,4.54,1 shared bath,1 bed,1 bedroom,135249448,Karen,Horta-Guinardó,el Carmel,Private room,40.0,1,36,2023-11-26,7.66,1,0,36,,41.4263,2.1563
Rental unit in Barcelona,4.60,2 baths,6 beds,4 bedrooms,10380563,Tendency Apartments,Horta-Guinardó,el Baix Guinardó,Entire home/apt,132.0,1,136,2023-11-21,1.75,42,23,23,HUTB-008743,41.4118,2.1727
Rental unit in Barcelona,4.75,2 baths,2 beds,1 bedroom,135354731,Marlene,Sants-Montjuïc,la Marina de Port,Private room,,1,4,2017-07-01,0.05,3,0,0,,41.3596,2.1386
Rental unit in Barcelona,4.75,1 shared bath,2 beds,1 bedroom,108455858,Erika,Gràcia,la Salut,Private room,,2,8,2017-08-22,0.1,2,0,0,,41.4111,2.1564
Rental unit in Barcelona,4.67,1 shared bath,2 beds,1 bedroom,137107059,Dana,Eixample,la Dreta de l'Eixample,Private room,,1,9,2017-08-29,0.11,1,0,0,,41.3898,2.1752
Rental unit in Barcelona,4.0,1 shared bath,1 bed,1 bedroom,23185232,Jonas Paul,Ciutat Vella,el Raval,Private room,,2,3,2017-07-29,0.04,1,0,0,,41.3806,2.166
Rental unit in Barcelona,4.67,1 shared bath,1 bed,1 bedroom,136976540,Camila,Eixample,la Nova Esquerra de l'Eixample,Private room,,1,3,2017-08-30,0.04,3,0,0,,41.3817,2.1524
Rental unit in Barcelona,4.95,1 shared bath,1 bed,1 bedroom,14261482,Vilma,Sants-Montjuïc,el Poble Sec,Private room,,4,84,2019-09-08,1.07,1,0,0,,41.3743,2.1571
Rental unit in Barcelona,4.32,1.5 baths,3 beds,2 bedrooms,134698146,Luis,Eixample,Sant Antoni,Entire home/apt,109.0,1,105,2023-12-02,1.4,28,312,35,HUTB-001522,41.3751,2.1612
Rental unit in Barcelona,4.69,1 bath,3 beds,2 bedrooms,42911391,Anastasia,Sants-Montjuïc,el Poble Sec,Entire home/apt,,2,110,2023-10-16,1.4,1,0,23,HUTB-001852,41.3736,2.1598
Rental unit in Barcelona,4.28,1.5 baths,6 beds,4 bedrooms,134698146,Luis,Eixample,Sant Antoni,Entire home/apt,129.0,1,59,2023-11-19,0.81,28,0,10,HUTB-004582,41.3782,2.1561
Rental unit in Barcelona,4.38,2 baths,5 beds,4 bedrooms,134698146,Luis,Eixample,Sant Antoni,Entire home/apt,134.0,1,52,2023-11-07,0.69,28,306,8,HUTB-000036,41.3751,2.1626
Rental unit in Barcelona,4.41,1 bath,6 beds,3 bedrooms,134698146,Luis,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,153.0,1,153,2023-12-03,1.99,28,334,27,HUTB-010556,41.3854,2.1571
Rental unit in Barcelona,4.87,1 bath,5 beds,2 bedrooms,134698146,Luis,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,184.0,1,68,2023-11-27,0.9,28,0,27,HUTB-004731,41.3885,2.1606
Rental unit in Barcelona,4.28,2 baths,5 beds,4 bedrooms,134698146,Luis,Eixample,Sant Antoni,Entire home/apt,139.0,1,74,2023-11-22,0.96,28,321,9,HUTB-001525,41.3784,2.1583
Rental unit in Barcelona,4.43,1 bath,3 beds,2 bedrooms,134698146,Luis,Eixample,el Fort Pienc,Entire home/apt,117.0,1,63,2023-11-20,0.81,28,343,8,HUTB-004897,41.4007,2.1783
Rental unit in Barcelona,4.17,2 baths,5 beds,3 bedrooms,134698146,Luis,Eixample,Sant Antoni,Entire home/apt,133.0,1,59,2023-11-11,0.78,28,0,14,HUTB-003370,41.3766,2.1628
Rental unit in Barcelona,4.36,1 bath,4 beds,3 bedrooms,134698146,Luis,Gràcia,la Vila de Gràcia,Entire home/apt,114.0,1,84,2023-12-05,1.25,28,324,22,HUTB-004688,41.3986,2.1614
Rental unit in Barcelona,4.42,1 bath,3 beds,2 bedrooms,134698146,Luis,Gràcia,la Vila de Gràcia,Entire home/apt,110.0,1,52,2023-06-27,0.74,28,322,6,HUTB-004804,41.3986,2.1614
Rental unit in Barcelona,4.45,1 bath,3 beds,3 bedrooms,134698146,Luis,Sants-Montjuïc,el Poble Sec,Entire home/apt,101.0,1,56,2023-11-13,0.73,28,336,17,HUTB-001520,41.3739,2.1723
Rental unit in Barcelona,4.31,1 bath,2 beds,1 bedroom,134698146,Luis,Eixample,la Dreta de l'Eixample,Entire home/apt,89.0,1,16,2023-11-30,0.23,28,309,8,HUTB-002366,41.3973,2.1614
Rental unit in Barcelona,4.48,1 bath,3 beds,2 bedrooms,3039107,Manuel,Sants-Montjuïc,el Poble Sec,Entire home/apt,98.0,2,25,2021-11-03,0.32,39,143,0,HUTB-010272,41.3735,2.1559
Rental unit in Barcelona,4.31,1 bath,2 beds,1 bedroom,134698146,Luis,Gràcia,la Vila de Gràcia,Entire home/apt,99.0,1,44,2023-11-27,0.58,28,0,15,HUTB-001692,41.3985,2.1615
Rental unit in Barcelona,4.25,1 bath,2 beds,1 bedroom,134698146,Luis,Gràcia,la Vila de Gràcia,Entire home/apt,97.0,1,78,2023-11-26,1.02,28,0,10,HUTB-002367,41.397,2.1599
Rental unit in Barcelona,4.47,1 bath,2 beds,1 bedroom,134698146,Luis,Gràcia,la Vila de Gràcia,Entire home/apt,107.0,1,79,2023-12-05,1.06,28,316,36,HUTB-001694,41.3992,2.1611
Rental unit in Barcelona,4.23,1 bath,2 beds,1 bedroom,134698146,Luis,Gràcia,la Vila de Gràcia,Entire home/apt,87.0,1,81,2023-11-30,1.06,28,321,12,HUTB-001695,41.3992,2.1611
Rental unit in Barcelona,,,1 bed,1 bedroom,136976540,Camila,Eixample,la Nova Esquerra de l'Eixample,Private room,,1,2,2017-07-16,0.03,3,0,0,,41.3802,2.1502
Rental unit in Barcelona,4.79,1 shared bath,1 bed,1 bedroom,36162001,Maria Andrea,Eixample,el Fort Pienc,Private room,35.0,2,19,2019-01-01,0.24,2,0,0,,41.3985,2.1793
Rental unit in Barcelona,4.61,1 shared bath,1 bed,1 bedroom,137318065,Gabriela,Eixample,la Sagrada Família,Private room,,2,79,2018-12-09,1.01,2,0,0,,41.4042,2.1737
Condo in Barcelona,4.82,1 bath,2 beds,2 bedrooms,53447296,Gema,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,65.0,32,22,2023-08-22,0.28,1,220,2,HUTB- 001600,41.3864,2.182
Rental unit in Barcelona,,,1 bed,1 bedroom,135354731,Marlene,Sants-Montjuïc,la Marina de Port,Private room,,1,0,,,3,0,0,,41.3595,2.1367
Rental unit in Barcelona,4.93,2 baths,5 beds,3 bedrooms,27778700,Juan Carlos & Nina,Eixample,la Sagrada Família,Entire home/apt,170.0,4,175,2023-11-29,2.25,7,339,46,HUTB-010384,41.4006,2.1736
Rental unit in Barcelona,,,1 bed,1 bedroom,135354731,Marlene,Sants-Montjuïc,la Marina de Port,Private room,,1,0,,,3,0,0,,41.3597,2.1368
Rental unit in Barcelona,4.79,1 bath,2 beds,2 bedrooms,4101093,Eli&Agus,Eixample,la Dreta de l'Eixample,Entire home/apt,112.0,5,204,2023-11-25,2.61,9,0,32,HUTB-006919,41.3985,2.1624
Rental unit in Barcelona,,,1 bed,1 bedroom,3359328,Anaïs,Ciutat Vella,el Raval,Private room,,2,0,,,1,0,0,,41.378,2.1658
Rental unit in Barcelona,5.0,1 shared bath,1 bed,1 bedroom,30453303,Xavi,Gràcia,la Salut,Private room,35.0,31,6,2023-12-01,0.08,2,66,2,,41.4125,2.1513
Loft in Barcelona,4.54,1 bath,3 beds,2 bedrooms,4653599,Gemma,Gràcia,la Vila de Gràcia,Entire home/apt,99.0,3,39,2023-10-04,0.5,7,127,16,HUTB-007004,41.3979,2.159
Rental unit in Barcelona,,,1 bed,1 bedroom,22994192,Alina Maia,Ciutat Vella,el Raval,Private room,,1,2,2017-08-19,0.03,1,0,0,,41.3798,2.1713
Rental unit in Barcelona,4.52,1 bath,1 bed,1 bedroom,28043451,Barcelona Sants Station,Sants-Montjuïc,Sants,Entire home/apt,536.0,2,54,2023-05-24,0.69,6,353,2,HUTB-012708,41.3747,2.1315
Rental unit in Barcelona,,,1 bed,1 bedroom,45072553,Cami,Ciutat Vella,el Raval,Private room,,3,0,,,1,0,0,,41.3829,2.1649
Rental unit in Barcelona,4.17,1 bath,2 beds,2 bedrooms,130223809,BeAndLiveHomes,Eixample,Sant Antoni,Entire home/apt,72.0,32,6,2023-07-31,0.09,70,101,1,Exempt,41.381,2.1573
Rental unit in Barcelona,3.56,2 baths,3 beds,3 bedrooms,1391607,Aline I Andrea,Eixample,la Dreta de l'Eixample,Entire home/apt,48.0,3,9,2022-08-24,0.31,142,0,0,HUTB-010816,41.3964,2.1651
Rental unit in Barcelona,4.60,1 shared bath,1 bed,1 bedroom,137318065,Gabriela,Eixample,la Sagrada Família,Private room,,2,91,2018-12-14,1.16,2,0,0,,41.404,2.1739
Condo in Barcelona,4.54,1 shared bath,1 bed,1 bedroom,85099057,Alfredo,Eixample,la Sagrada Família,Private room,35.0,28,13,2023-10-13,0.17,2,334,2,,41.402,2.1813
Rental unit in Barcelona,4.82,1 shared bath,2 beds,2 bedrooms,96917715,Silvia,Sant Martí,el Camp de l'Arpa del Clot,Private room,,2,11,2017-09-25,0.14,1,0,0,,41.4142,2.1785
Condo in Barcelona,,,1 bed,2 bedrooms,23542512,Nil,Sarrià-Sant Gervasi,el Putxet i el Farró,Private room,,2,0,,,1,0,0,,41.404,2.1425
Rental unit in Barcelona,3.60,2 baths,5 beds,3 bedrooms,131471938,Nicolas & Dunia,Ciutat Vella,el Barri Gòtic,Entire home/apt,47.0,32,15,2023-08-30,0.19,1,317,5,,41.3862,2.1756
Loft in Barcelona,4.92,1 bath,1 bed,1 bedroom,136236479,Jude,Ciutat Vella,el Raval,Entire home/apt,58.0,35,13,2023-09-02,0.17,1,345,1,,41.3799,2.1698
Serviced apartment in Barcelona,4.0,3 shared baths,1 bed,1 bedroom,134881865,Mestral,Eixample,el Fort Pienc,Private room,,4,3,2017-08-28,0.04,12,0,0,,41.3974,2.1783
Rental unit in Barcelona,,,2 beds,2 bedrooms,9469830,Michele,Ciutat Vella,el Raval,Entire home/apt,70.0,32,0,,,1,214,0,,41.3781,2.1666
Rental unit in Barcelona,,,1 bed,1 bedroom,36607755,Room Housing,Gràcia,la Vila de Gràcia,Private room,26.0,32,0,,,136,151,0,,41.4045,2.1513
Rental unit in Barcelona,,,1 bed,1 bedroom,36607755,Room Housing,Gràcia,la Vila de Gràcia,Private room,32.0,32,0,,,136,365,0,,41.4056,2.1518
Home in Barcelona,4.56,2 baths,3 beds,3 bedrooms,137972924,Alexandra,Nou Barris,Torre Baró,Private room,262.0,32,27,2022-08-31,0.34,1,179,0,Exempt,41.4558,2.1845
Townhouse in Barcelona,4.92,3.5 baths,6 beds,3 bedrooms,936445,Alexandre,Sant Martí,el Camp de l'Arpa del Clot,Entire home/apt,133.0,5,243,2023-12-10,3.11,3,340,49,HUTB-009032,41.4135,2.1846
Serviced apartment in Barcelona,,,2 beds,1 bedroom,134881865,Mestral,Eixample,el Fort Pienc,Private room,,3,2,2017-08-20,0.03,12,0,0,,41.3974,2.1783
Rental unit in Barcelona,,,2 beds,1 bedroom,136928662,Jose,Ciutat Vella,el Barri Gòtic,Private room,,2,0,,,2,0,0,,41.3828,2.1742
Serviced apartment in Barcelona,4.50,3 shared baths,2 beds,1 bedroom,134881865,Mestral,Eixample,el Fort Pienc,Private room,,4,4,2018-06-17,0.05,12,0,0,,41.3974,2.1783
Rental unit in Barcelona,5.0,1 shared bath,1 bed,1 bedroom,5170788,Raquel,Eixample,la Sagrada Família,Private room,,80,10,2018-05-13,0.13,1,0,0,,41.404,2.177
Serviced apartment in Barcelona,,,2 beds,1 bedroom,134881865,Mestral,Eixample,el Fort Pienc,Private room,,4,1,2017-08-14,0.01,12,0,0,,41.3974,2.1783
Rental unit in Barcelona,,,4 beds,1 bedroom,138175468,Martin,Eixample,la Dreta de l'Eixample,Private room,,7,0,,,1,0,0,,41.3962,2.1719
Guest suite in Barcelona,,,1 bed,1 bedroom,138183699,Asunción,Eixample,la Nova Esquerra de l'Eixample,Private room,,2,0,,,1,0,0,,41.3893,2.1446
Rental unit in Barcelona,5.0,1 shared bath,1 bed,1 bedroom,136349466,Ezio,Eixample,Sant Antoni,Private room,,2,6,2018-01-01,0.08,1,0,0,,41.3779,2.162
Rental unit in Barcelona,,,1 bed,1 bedroom,130413950,France,Gràcia,el Camp d'en Grassot i Gràcia Nova,Private room,,4,1,2017-08-20,0.01,2,0,0,,41.4021,2.1654
Rental unit in Barcelona,5.0,1 shared bath,1 bed,1 bedroom,130413950,France,Gràcia,el Camp d'en Grassot i Gràcia Nova,Private room,,4,3,2017-08-20,0.04,2,0,0,,41.404,2.1651
Rental unit in Barcelona,4.94,2 baths,5 beds,3 bedrooms,27778700,Juan Carlos & Nina,Eixample,la Sagrada Família,Entire home/apt,159.0,4,126,2023-11-13,1.62,7,314,40,HUTB-010383,41.4006,2.1736
Rental unit in Barcelona,4.37,1 bath,3 beds,2 bedrooms,4311145,Gemma,Gràcia,la Vila de Gràcia,Entire home/apt,150.0,3,51,2023-10-01,0.67,2,255,10,HUTB-000109,41.4092,2.158
Home in Barcelona,,,1 bed,1 bedroom,33725513,Abraham,Horta-Guinardó,el Guinardó,Private room,,4,0,,,1,0,0,,41.4176,2.1787
Rental unit in Barcelona,4.88,1 bath,2 beds,2 bedrooms,89109224,Jirka,Ciutat Vella,la Barceloneta,Entire home/apt,52.0,32,24,2023-09-03,0.32,13,0,6,Exempt,41.3795,2.1899
Rental unit in Barcelona,4.54,1 shared bath,1 bed,1 bedroom,2359029,Diana,Gràcia,la Vila de Gràcia,Private room,68.0,2,61,2023-10-29,0.78,1,72,25,,41.402,2.1588
Rental unit in Barcelona,,,1 bed,1 bedroom,138744221,Maria Fonseca,Nou Barris,el Turó de la Peira,Private room,,2,0,,,1,0,0,,41.4324,2.1681
Rental unit in Barcelona,4.74,2 baths,3 beds,2 bedrooms,6600521,Lali-Luis,Gràcia,la Vila de Gràcia,Entire home/apt,136.0,4,102,2023-11-29,1.34,3,133,23,HUTB-001762,41.3969,2.1566
Rental unit in Barcelona,4.93,2 shared baths,1 bed,1 bedroom,138321551,Analy,Sant Martí,el Besòs i el Maresme,Private room,16.0,32,14,2023-06-26,0.2,3,194,1,,41.4114,2.2166
Rental unit in Barcelona,,,1 bed,1 bedroom,138751922,Guzman,Eixample,la Dreta de l'Eixample,Private room,,1,0,,,1,0,0,,41.3972,2.1621
Rental unit in Barcelona,,,1 bed,1 bedroom,134881865,Mestral,Eixample,el Fort Pienc,Private room,,2,2,2017-08-29,0.03,12,0,0,,41.3974,2.1783
Rental unit in Barcelona,4.83,1 shared bath,1 bed,4 bedrooms,138406197,Maria,Sant Andreu,el Congrés i els Indians,Private room,,1,6,2017-09-03,0.08,5,0,0,,41.4202,2.1812
Serviced apartment in Barcelona,4.25,3 shared baths,1 bed,1 bedroom,134881865,Mestral,Eixample,el Fort Pienc,Private room,,3,4,2017-08-28,0.05,12,0,0,,41.3974,2.1783
Rental unit in Barcelona,4.20,1 shared bath,1 bed,1 bedroom,138053959,Joan,Ciutat Vella,el Raval,Private room,,3,5,2017-10-27,0.06,1,0,0,,41.3808,2.1662
Rental unit in Barcelona,5.0,2 baths,1 bed,1 bedroom,55806099,Ekaterina,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Private room,,1,6,2018-04-17,0.08,1,0,0,,41.3888,2.1799
Guest suite in Barcelona,4.67,1 private bath,1 bed,1 bedroom,26268614,Ricardo,Eixample,la Nova Esquerra de l'Eixample,Private room,,2,6,2017-09-25,0.08,2,0,0,,41.3799,2.1508
